country,year,company,marketperspective,moralperspective,innovationperspective
us,2013,berkshirehathaway,0,0,0
us,2013,paccar,0,0,0
us,2013,nexteraenergy,1,1,0
us,2013,libertymutualinsurance,0,0,0
us,2013,ups,0,0,0
us,2013,genuineparts,0,0,0
us,2013,internationalpaper,0,0,0
us,2013,metlifeinc.,0,0,1
us,2013,lowe's,0,0,0
us,2013,molinahealthcare,0,0,0
us,2013,prudentialfinancial,1,2,0
us,2013,goldmansachsgroup,0,3,1
us,2013,walmart,0,0,1
us,2013,hp,0,0,0
us,2013,boeing,0,0,0
us,2013,aflac,0,0,0
us,2013,homedepot,0,0,0
us,2013,bristolmyerssquibb,0,1,0
us,2013,exxonmobil,0,0,0
us,2013,johnson&johnson,0,0,0
us,2013,capitalonefinancial,0,0,1
us,2013,jpmorganchase,0,0,0
us,2003,molinahealthcare,2,0,0
us,2003,capitalonefinancial,0,0,0
us,2003,prudentialfinancial,0,0,0
us,2003,bankofamericacorp.,0,1,0
us,2003,goldmansachsgroup,0,0,0
us,2003,allstate,0,0,0
us,2003,jabil,0,0,0
us,2003,boeing,0,0,0
us,2003,chartercommunications,0,0,0
us,2003,southwestairlines,0,0,0
us,2003,southerncompany,0,0,0
us,2003,cvshealth,0,0,0
us,2003,carmax,0,0,0
us,2003,coca-cola,0,0,0
us,2003,sysco,0,0,0
us,2003,fedex,0,0,0
us,2003,emerson electric,0,0,0
us,2003,marriottinternational,1,1,0
us,2003,danaher,0,0,0
us,2003,ciscosystems,0,0,0
us,2003,libertymutualinsurance,0,0,0
us,2003,raytheon,0,1,0
us,2003,walmart,0,0,0
us,2003,eogresources,0,0,0
us,2003,amazon.cominc.,0,0,0
us,2003,generaldynamics,0,0,0
us,2003,intel,0,0,0
us,2003,bestbuy,0,0,0
us,2003,fordmotor,0,0,0
us,2003,wellsfargo,0,0,0
us,2003,ibm,0,0,0
us,2003,verizon,0,1,0
us,2003,chevron,0,1,1
us,2003,hp,0,0,0
us,2003,berkshirehathaway,0,0,0
us,2003,usbancorp,0,0,0
us,2003,proxy&gamble,0,0,0
us,2003,pnc,0,1,0
us,2003,mckesson,0,0,0
us,2003,americanexpress,0,0,0
us,2003,whirlpool,1,1,1
us,2003,halliburton,0,0,0
us,2003,homedepot,0,0,0
us,2003,jpmorganchase,0,0,1
us,2003,ups,0,0,0
us,2003,nexteraenergy,0,0,0
us,2003,johnson&johnson,0,0,0
us,2003,westerndigital,0,0,0
us,2003,genuineparts,0,0,0
us,2003,costco,0,0,0
us,2003,internationalpaper,0,0,0
us,2003,appliedmaterials,0,0,0
us,2003,archerdanielsmidland,0,0,0
us,2003,altriagroup,0,0,0
us,2003,starbucks,0,0,0
us,2003,lowe's,0,0,0
us,2003,paccar,0,0,0
us,2003,metlifeinc.,0,0,1
us,2003,targetcorp.,0,3,1
us,2003,exxonmobil,0,0,0
us,2003,lockheedmartin,0,0,0
us,2003,freeport-mcmoran,0,0,0
us,2003,nucor,0,0,0
us,2003,generalelectric,0,0,0
us,2003,aflac,0,0,0
us,2003,autonation,0,0,0
us,2003,waltdisney,1,0,0
us,2003,fluor,0,0,1
us,2003,honeywellinternational,0,1,0
us,2003,unitedtechnologies,0,1,0
us,2003,bristolmyerssquibb,0,0,0
us,2003,humana,0,0,0
us,2007,boeing,0,0,0
us,2007,hp,0,0,0
us,2007,metlifeinc.,0,0,1
us,2007,fluor,1,1,0
us,2007,usbancorp,0,0,0
us,2007,danaher,0,0,0
us,2007,chevron,0,0,0
us,2007,raytheon,0,0,0
us,2007,fordmotor,0,0,0
us,2007,paccar,0,0,0
us,2007,altriagroup,0,0,0
us,2007,carmax,0,0,0
us,2007,allstate,0,0,0
us,2007,nexteraenergy,0,0,0
us,2007,mckesson,0,0,0
us,2007,dollartree,0,0,0
us,2007,halliburton,0,0,0
us,2007,wellsfargo,0,0,0
us,2007,emerson electric,0,0,0
us,2007,bestbuy,0,0,0
us,2007,walmart,0,2,0
us,2007,intel,0,0,0
us,2007,ups,0,0,1
us,2007,ibm,0,0,0
us,2007,verizon,0,1,0
us,2007,berkshirehathaway,0,0,0
us,2007,jpmorganchase,1,3,0
us,2007,lowe's,0,0,0
us,2007,chartercommunications,0,0,0
us,2007,appliedmaterials,0,0,0
us,2007,southerncompany,1,0,0
us,2007,targetcorp.,0,0,0
us,2007,proxy&gamble,0,1,0
us,2007,prudentialfinancial,0,0,0
us,2007,nucor,0,0,0
us,2007,bristolmyerssquibb,0,0,0
us,2007,jabil,1,0,0
us,2007,freeport-mcmoran,0,0,0
us,2007,bankofamericacorp.,0,1,0
us,2007,starbucks,0,0,0
us,2007,cvshealth,0,0,0
us,2007,honeywellinternational,0,0,0
us,2007,molinahealthcare,1,1,0
us,2007,aflac,0,0,0
us,2007,capitalonefinancial,0,0,0
us,2007,costco,0,0,0
us,2007,eogresources,0,0,0
us,2007,genuineparts,0,0,0
us,2007,johnson&johnson,0,0,0
us,2007,unitedtechnologies,0,0,0
us,2007,autonation,0,0,0
us,2007,whirlpool,0,0,0
us,2007,sysco,0,0,0
us,2007,goldmansachsgroup,0,0,0
us,2007,coca-cola,0,1,0
us,2007,internationalpaper,0,0,0
us,2007,waltdisney,0,0,0
us,2007,libertymutualinsurance,0,0,0
us,2007,lear,0,0,1
us,2007,ciscosystems,0,0,0
us,2007,lockheedmartin,0,0,0
us,2007,humana,0,0,0
us,2007,marriottinternational,0,5,4
us,2007,americanexpress,0,0,0
us,2007,pnc,0,0,0
us,2007,westerndigital,0,0,0
us,2007,exxonmobil,0,0,1
us,2007,generaldynamics,0,0,0
us,2007,archerdanielsmidland,0,0,0
us,2007,fedex,0,0,0
us,2007,amazon.cominc.,0,0,0
us,2007,generalelectric,0,0,1
us,2007,homedepot,0,0,0
us,2007,southwestairlines,0,0,0
us,2011,internationalpaper,0,0,0
us,2011,appliedmaterials,0,0,0
us,2011,waltdisney,0,0,0
us,2011,raytheon,0,0,0
us,2011,humana,0,0,0
us,2011,ciscosystems,0,0,0
us,2011,ups,0,0,0
us,2011,mckesson,0,0,0
us,2011,halliburton,0,0,0
us,2011,carmax,0,0,0
us,2011,eogresources,0,0,0
us,2011,archerdanielsmidland,0,0,1
us,2011,wellsfargo,2,0,0
us,2011,marriottinternational,0,2,0
us,2011,fluor,1,0,0
us,2011,homedepot,0,0,0
us,2011,metlifeinc.,0,0,1
us,2011,emerson electric,0,0,0
us,2011,freeport-mcmoran,0,0,0
us,2011,prudentialfinancial,1,2,0
us,2011,pnc,0,1,0
us,2011,unitedtechnologies,0,0,0
us,2011,amazon.cominc.,0,0,0
us,2011,berkshirehathaway,0,0,0
us,2011,lear,0,0,0
us,2011,bristolmyerssquibb,0,0,0
us,2011,aflac,0,0,0
us,2011,danaher,0,0,0
us,2011,lowe's,0,0,0
us,2011,sysco,0,1,1
us,2011,jpmorganchase,0,0,0
us,2011,jabil,0,0,0
us,2011,chevron,0,0,0
us,2011,libertymutualinsurance,0,0,0
us,2011,intel,0,0,0
us,2011,dollartree,0,0,0
us,2011,walmart,0,0,0
us,2011,genuineparts,0,0,0
us,2011,capitalonefinancial,1,9,2
us,2011,targetcorp.,0,0,0
us,2011,lockheedmartin,0,0,0
us,2011,honeywellinternational,0,0,0
us,2011,coca-cola,0,0,0
us,2011,paccar,0,0,0
us,2011,hp,0,0,0
us,2011,fedex,0,0,0
us,2011,altriagroup,0,0,0
us,2011,autonation,0,0,0
us,2011,molinahealthcare,0,0,0
us,2011,bestbuy,0,0,0
us,2011,usbancorp,0,0,0
us,2011,fordmotor,0,0,0
us,2011,johnson&johnson,0,0,0
us,2011,whirlpool,0,0,0
us,2011,goldmansachsgroup,0,1,0
us,2011,nexteraenergy,0,0,0
us,2011,exxonmobil,0,0,2
us,2011,nucor,0,0,0
us,2011,proxy&gamble,0,0,0
us,2011,boeing,0,0,0
us,2011,starbucks,0,0,0
us,2011,costco,0,0,0
us,2011,bankofamericacorp.,0,0,0
us,2011,southerncompany,0,0,0
us,2011,verizon,0,0,0
us,2011,generaldynamics,0,1,0
us,2011,westerndigital,0,0,0
us,2011,allstate,0,0,0
us,2011,chartercommunications,0,0,0
us,2004,jabil,0,0,1
us,2004,unitedtechnologies,0,0,0
us,2004,honeywellinternational,0,0,0
us,2004,autonation,0,0,0
us,2004,archerdanielsmidland,0,0,0
us,2004,starbucks,0,0,0
us,2004,genuineparts,0,1,0
us,2004,paccar,0,0,0
us,2004,southwestairlines,0,0,0
us,2004,raytheon,0,1,0
us,2004,goldmansachsgroup,0,0,0
us,2004,bankofamericacorp.,0,2,1
us,2004,generalelectric,0,0,0
us,2004,ibm,0,0,0
us,2004,usbancorp,0,0,0
us,2004,emerson electric,0,0,0
us,2004,ciscosystems,0,0,0
us,2004,fordmotor,0,1,0
us,2004,dollartree,0,0,0
us,2004,internationalpaper,0,0,0
us,2004,bristolmyerssquibb,0,0,0
us,2004,hp,0,0,0
us,2004,cvshealth,0,1,0
us,2004,fluor,1,0,1
us,2004,targetcorp.,0,0,0
us,2004,costco,0,0,0
us,2004,eogresources,0,0,0
us,2004,homedepot,0,0,0
us,2004,walmart,0,1,0
us,2004,coca-cola,0,0,0
us,2004,lear,0,0,0
us,2004,pnc,0,0,0
us,2004,freeport-mcmoran,0,0,0
us,2004,whirlpool,0,0,0
us,2004,southerncompany,0,0,0
us,2004,allstate,0,0,0
us,2004,sysco,0,0,1
us,2004,appliedmaterials,0,0,0
us,2004,berkshirehathaway,0,0,0
us,2004,verizon,0,1,0
us,2004,wellsfargo,0,0,0
us,2004,mckesson,0,0,0
us,2004,fedex,0,0,0
us,2004,carmax,0,0,1
us,2004,amazon.cominc.,0,0,0
us,2004,marriottinternational,0,2,0
us,2004,altriagroup,0,1,0
us,2004,nexteraenergy,0,0,0
us,2004,prudentialfinancial,0,1,1
us,2004,humana,0,0,0
us,2004,waltdisney,0,0,0
us,2004,lowe's,0,0,0
us,2004,capitalonefinancial,0,0,0
us,2004,lockheedmartin,0,0,0
us,2004,bestbuy,0,0,0
us,2004,proxy&gamble,0,0,0
us,2004,metlifeinc.,0,0,1
us,2004,halliburton,0,0,0
us,2004,danaher,0,0,0
us,2004,aflac,0,0,0
us,2004,chevron,0,0,0
us,2004,chartercommunications,0,0,0
us,2004,intel,0,0,0
us,2004,nucor,0,0,0
us,2004,molinahealthcare,2,0,0
us,2004,ups,0,0,0
us,2004,exxonmobil,0,0,1
us,2004,westerndigital,0,0,0
us,2004,johnson&johnson,0,0,0
us,2004,americanexpress,0,0,0
us,2004,jpmorganchase,0,1,2
us,2004,boeing,0,0,0
us,2004,libertymutualinsurance,0,0,0
us,2004,generaldynamics,0,0,0
us,2015,honeywellinternational,0,0,0
us,2015,bankofamericacorp.,1,0,0
us,2015,waltdisney,0,0,0
us,2015,paccar,0,0,0
us,2015,raytheon,0,0,0
us,2015,goldmansachsgroup,1,0,0
us,2015,unitedtechnologies,1,1,0
us,2015,carmax,0,0,0
us,2015,generaldynamics,0,1,0
us,2015,cvshealth,0,0,0
us,2015,starbucks,0,0,0
us,2015,ups,0,0,0
us,2015,johnson&johnson,0,0,0
us,2015,fedex,0,0,0
us,2015,exxonmobil,0,0,0
us,2015,verizon,0,0,0
us,2015,whirlpool,0,0,0
us,2015,emerson electric,0,0,0
us,2015,dollartree,0,0,0
us,2015,berkshirehathaway,0,0,0
us,2015,mckesson,0,0,0
us,2015,autonation,0,0,0
us,2015,lowe's,0,0,0
us,2015,jpmorganchase,0,0,1
us,2015,lear,0,0,0
us,2015,genuineparts,0,0,0
us,2015,libertymutualinsurance,0,1,0
us,2015,sysco,0,0,1
us,2015,pnc,0,0,0
us,2015,bristolmyerssquibb,0,2,0
us,2015,capitalonefinancial,0,0,0
us,2015,prudentialfinancial,0,2,0
us,2015,eogresources,0,0,0
us,2015,molinahealthcare,0,0,0
us,2015,usbancorp,0,2,0
us,2015,marriottinternational,0,0,0
us,2015,nexteraenergy,1,1,0
us,2015,ibm,0,0,0
us,2015,lockheedmartin,0,0,0
us,2015,southerncompany,0,1,0
us,2015,fluor,1,0,0
us,2015,metlifeinc.,0,0,1
us,2015,aflac,0,0,0
us,2015,chartercommunications,0,0,0
us,2015,homedepot,0,0,0
us,2015,archerdanielsmidland,0,0,3
us,2015,freeport-mcmoran,0,0,0
us,2015,wellsfargo,2,0,1
us,2015,danaher,0,0,0
us,2015,generalelectric,0,1,2
us,2015,walmart,0,0,0
us,2015,amazon.cominc.,0,0,0
us,2015,boeing,0,0,0
us,2015,humana,0,0,0
us,2015,proxy&gamble,0,1,0
us,2015,southwestairlines,0,0,0
us,2015,intel,0,3,0
us,2015,bestbuy,0,0,0
us,2015,hp,0,0,0
us,2015,chevron,0,0,0
us,2015,fordmotor,0,0,0
us,2015,targetcorp.,0,0,0
us,2015,allstate,0,0,1
us,2015,appliedmaterials,0,0,0
us,2015,internationalpaper,0,0,0
us,2015,ciscosystems,0,0,0
us,2015,halliburton,0,0,0
us,2015,costco,0,0,0
us,2010,archerdanielsmidland,0,0,0
us,2010,prudentialfinancial,1,1,0
us,2010,danaher,0,0,0
us,2010,appliedmaterials,0,0,0
us,2010,molinahealthcare,0,0,0
us,2010,costco,0,0,0
us,2010,freeport-mcmoran,0,0,0
us,2010,johnson&johnson,0,0,0
us,2010,cvshealth,0,0,0
us,2010,bestbuy,0,0,0
us,2010,jabil,0,0,0
us,2010,lockheedmartin,0,0,0
us,2010,walmart,0,0,0
us,2010,ups,0,0,0
us,2010,intel,0,0,0
us,2010,bristolmyerssquibb,0,0,0
us,2010,waltdisney,0,0,0
us,2010,mckesson,0,0,0
us,2010,starbucks,0,0,0
us,2010,berkshirehathaway,0,0,0
us,2010,chevron,0,0,0
us,2010,verizon,0,1,0
us,2010,dollartree,0,0,0
us,2010,halliburton,0,0,0
us,2010,nucor,0,0,0
us,2010,raytheon,0,0,0
us,2010,southwestairlines,0,0,0
us,2010,allstate,0,0,0
us,2010,chartercommunications,0,0,0
us,2010,homedepot,0,0,0
us,2010,fedex,0,0,0
us,2010,whirlpool,0,1,0
us,2010,americanexpress,0,0,0
us,2010,usbancorp,0,0,0
us,2010,libertymutualinsurance,0,0,0
us,2010,proxy&gamble,0,0,0
us,2010,wellsfargo,0,0,0
us,2010,generalelectric,0,0,0
us,2010,ibm,0,0,0
us,2010,metlifeinc.,0,0,1
us,2010,exxonmobil,0,0,2
us,2010,westerndigital,0,0,0
us,2010,aflac,0,0,0
us,2010,ciscosystems,0,0,0
us,2010,lear,0,0,0
us,2010,southerncompany,0,0,0
us,2010,hp,0,0,0
us,2010,coca-cola,0,0,0
us,2010,sysco,0,0,1
us,2010,fluor,1,0,0
us,2010,capitalonefinancial,0,2,0
us,2010,goldmansachsgroup,0,0,0
us,2010,fordmotor,0,0,0
us,2010,nexteraenergy,0,0,0
us,2010,generaldynamics,0,1,0
us,2010,internationalpaper,0,0,0
us,2010,autonation,0,0,0
us,2010,honeywellinternational,0,0,0
us,2010,lowe's,0,0,0
us,2010,humana,0,0,0
us,2010,amazon.cominc.,0,0,0
us,2010,boeing,0,0,0
us,2010,bankofamericacorp.,0,2,0
us,2010,genuineparts,0,0,0
us,2010,carmax,0,0,0
us,2010,paccar,0,0,0
us,2010,unitedtechnologies,0,0,1
us,2010,marriottinternational,0,2,0
us,2010,altriagroup,0,0,0
us,2010,targetcorp.,0,1,0
us,2010,eogresources,0,0,0
us,2010,emerson electric,0,0,0
us,2010,jpmorganchase,0,0,0
us,2005,jpmorganchase,0,3,0
us,2005,coca-cola,0,0,0
us,2005,freeport-mcmoran,0,0,0
us,2005,danaher,1,0,0
us,2005,pnc,0,0,0
us,2005,archerdanielsmidland,0,0,0
us,2005,emerson electric,0,0,0
us,2005,intel,0,0,0
us,2005,marriottinternational,1,2,0
us,2005,fordmotor,0,0,0
us,2005,lockheedmartin,0,1,0
us,2005,dollartree,0,0,0
us,2005,allstate,1,0,0
us,2005,cvshealth,0,0,0
us,2005,altriagroup,0,0,0
us,2005,generalelectric,0,0,1
us,2005,westerndigital,0,0,0
us,2005,aflac,0,0,0
us,2005,sysco,0,0,0
us,2005,amazon.cominc.,0,0,0
us,2005,nexteraenergy,0,0,0
us,2005,verizon,0,1,0
us,2005,molinahealthcare,1,0,0
us,2005,starbucks,0,0,0
us,2005,honeywellinternational,0,0,0
us,2005,generaldynamics,0,0,0
us,2005,genuineparts,0,0,0
us,2005,ciscosystems,0,0,0
us,2005,metlifeinc.,0,0,1
us,2005,waltdisney,0,0,0
us,2005,fedex,0,0,0
us,2005,mckesson,0,0,0
us,2005,costco,0,0,0
us,2005,berkshirehathaway,0,0,0
us,2005,johnson&johnson,0,0,0
us,2005,bestbuy,0,0,0
us,2005,halliburton,0,0,0
us,2005,proxy&gamble,0,0,0
us,2005,bankofamericacorp.,1,1,0
us,2005,usbancorp,0,0,0
us,2005,wellsfargo,0,0,0
us,2005,walmart,0,1,0
us,2005,boeing,0,0,0
us,2005,humana,0,0,0
us,2005,lowe's,0,0,0
us,2005,goldmansachsgroup,1,0,0
us,2005,americanexpress,0,0,0
us,2005,ups,0,1,0
us,2005,carmax,0,0,0
us,2005,fluor,0,0,0
us,2005,southwestairlines,0,0,0
us,2005,prudentialfinancial,0,0,1
us,2005,exxonmobil,0,0,0
us,2005,lear,0,0,0
us,2005,libertymutualinsurance,0,0,0
us,2005,whirlpool,0,0,0
us,2005,hp,0,0,0
us,2005,chevron,0,0,0
us,2005,eogresources,0,0,0
us,2005,appliedmaterials,0,0,0
us,2005,homedepot,0,0,0
us,2005,autonation,0,0,0
us,2005,chartercommunications,0,0,0
us,2005,unitedtechnologies,0,0,0
us,2005,jabil,0,0,0
us,2005,ibm,0,0,0
us,2005,bristolmyerssquibb,0,0,0
us,2005,nucor,0,0,0
us,2005,raytheon,0,0,0
us,2005,paccar,0,0,0
us,2005,targetcorp.,0,0,0
us,2005,capitalonefinancial,0,0,0
us,2005,internationalpaper,0,0,0
us,2005,southerncompany,0,0,0
nl,1999,randstad,0,0,0
nl,1999,essent,0,0,0
nl,1999,reedannual,0,0,0
nl,1999,voda,0,0,0
nl,1999,schiphol,0,0,0
nl,1999,ballastnedam,0,0,0
nl,1999,veon,0,0,0
nl,1999,tencate annual report,0,0,0
nl,1999,akzonobel,0,2,1
nl,1999,philips,0,0,0
nl,1999,aegon,0,0,0
nl,1999,greenpeace,0,0,0
nl,1999,dsm,0,0,0
nl,1999,tencate,0,0,0
nl,2017,ikea,0,0,0
nl,2017,shell,2,2,6
nl,2017,ordinadutch,0,0,0
nl,2017,ballastnedam,0,0,0
nl,2017,reed,1,5,2
nl,2017,essent,0,0,0
nl,2017,klm,0,1,0
nl,2017,sbm,0,3,0
nl,2017,tele2,3,3,1
nl,2017,achmea,2,10,0
nl,2017,fugro,0,21,2
nl,2017,sns,1,10,0
nl,2017,tu copy,1,6,2
nl,2017,ahold,2,12,4
nl,2017,arcadis,4,16,0
nl,2017,kpmg,0,0,1
nl,2017,persgroep,0,0,0
nl,2017,binckbank,0,0,0
nl,2017,philips,2,22,1
nl,2017,randstad,2,14,2
nl,2017,triodos,1,3,0
nl,2017,bam,0,9,1
nl,2017,aegon,0,5,0
nl,2017,tatasteel-,1,11,1
nl,2017,aalberts,1,3,0
nl,2017,ns,1,2,1
nl,2017,asml,1,7,2
nl,2017,asm,1,7,2
nl,2017,ing,3,11,4
nl,2017,tu,1,6,2
nl,2017,dlg,0,0,0
nl,2017,eurocommercial,0,0,0
nl,2017,unilever,1,5,0
nl,2017,tomtom,0,3,3
nl,2017,frieslandcampina,0,3,0
nl,2017,voda,2,4,0
nl,2017,vastned,0,7,0
nl,2017,dsm,1,6,0
nl,2017,abn,0,11,0
nl,2017,rabobank,1,18,5
nl,2017,kpn,0,14,0
nl,2017,tencate annual review,0,0,0
nl,2017,boskalis,0,6,0
nl,2017,tencate,0,0,0
nl,2017,uva,0,1,0
nl,2017,sligro,0,4,0
nl,2017,wolters,0,5,0
nl,2017,akzonobel,1,12,0
nl,1998,ballastnedam,0,0,0
nl,1998,veon,0,0,0
nl,1998,greenpeace,0,0,0
nl,1998,philips,0,0,0
nl,1998,akzonobel,0,0,0
nl,1998,voda,0,0,0
nl,1998,ahold,0,0,0
nl,1998,schiphol,0,0,0
nl,2014,dlg,1,4,0
nl,2014,triodos,0,0,0
nl,2014,asm,0,0,0
nl,2014,eurocommercial,0,0,0
nl,2014,unibail,0,10,1
nl,2014,asml,0,0,0
nl,2014,frieslandcampina,0,3,0
nl,2014,arcelor,0,0,0
nl,2014,akzonobel,2,4,0
nl,2014,tencate,0,1,0
nl,2014,abn,0,2,1
nl,2014,wolters,2,2,2
nl,2014,fugro,0,1,0
nl,2014,tu copy,0,1,0
nl,2014,ing,1,3,1
nl,2014,philips,0,6,1
nl,2014,tatasteel-,0,2,0
nl,2014,schiphol,0,4,0
nl,2014,klm,0,2,0
nl,2014,tu,0,1,0
nl,2014,uva,1,2,0
nl,2014,ahold,0,0,0
nl,2014,veon,0,0,0
nl,2014,bam,0,7,0
nl,2014,vastned,0,1,0
nl,2014,heineken,0,0,0
nl,2014,ikea,0,1,0
nl,2014,e&y-,1,3,2
nl,2014,greenpeace,0,1,0
nl,2014,aalberts,0,0,0
nl,2014,tele2,0,2,0
nl,2014,tomtom,0,0,0
nl,2014,brunel,0,0,0
nl,2014,hema,0,0,0
nl,2014,nutreco,0,0,0
nl,2014,sligro,0,0,0
nl,2014,ns,2,1,1
nl,2014,aegon,0,3,0
nl,2014,sbm,0,0,0
nl,2014,ordinadutch,0,0,0
nl,2014,wereldhave,0,0,0
nl,2014,dsm,1,5,0
nl,2014,binckbank,0,0,0
nl,2014,arcadis,1,3,2
nl,2014,sns,1,2,1
nl,2014,imtech,0,0,1
nl,2014,ballastnedam,1,0,0
nl,2014,reed,0,2,2
nl,2014,rabobank,0,5,0
nl,2014,apg,0,0,0
nl,2014,voda,0,2,1
nl,2014,boskalis,0,0,0
nl,2014,unilever,2,3,0
nl,2014,randstad,0,0,0
nl,2014,achmea,0,8,0
nl,2014,kpmg,0,0,0
nl,2014,essent,0,0,0
nl,2014,shell,1,1,1
nl,2014,kpn,0,0,0
nl,2014,corio,0,0,1
nl,1993,voda,0,0,0
nl,2009,schiphol,0,1,0
nl,2009,veon,0,0,0
nl,2009,grontmij,0,0,0
nl,2009,arcadis,0,0,0
nl,2009,heineken,0,0,0
nl,2009,reed,0,1,0
nl,2009,eurocommercial,0,0,0
nl,2009,wereldhave,0,0,0
nl,2009,tatasteel,0,0,0
nl,2009,fugro,0,1,0
nl,2009,sns,0,0,0
nl,2009,tu,0,0,0
nl,2009,bam,1,0,0
nl,2009,uva,0,0,0
nl,2009,asm,0,0,0
nl,2009,e&y-,0,0,0
nl,2009,abn 12-54-48,0,0,0
nl,2009,aegon 19-00-55,0,0,0
nl,2009,tele2,0,0,0
nl,2009,ahold,0,0,0
nl,2009,aegon 17-58-52,0,0,0
nl,2009,akzonobel,1,8,0
nl,2009,philips,1,3,0
nl,2009,klm,0,0,0
nl,2009,greenpeace,0,0,0
nl,2009,frieslandcampina,0,0,0
nl,2009,voda,1,2,0
nl,2009,brunel,0,0,0
nl,2009,corio,0,0,0
nl,2009,apg,0,0,0
nl,2009,aegon,0,0,0
nl,2009,triodos,0,0,0
nl,2009,abn 18-48-10,0,0,0
nl,2009,tomtom,0,1,0
nl,2009,sbm,0,0,0
nl,2009,boskalis,0,0,0
nl,2009,ballastnedam,0,0,0
nl,2009,nutreco,0,0,0
nl,2009,rabobank,0,2,0
nl,2009,rotterdam,0,1,0
nl,2009,abn,0,0,0
nl,2009,shell,0,1,0
nl,2009,arcelor,1,0,1
nl,2009,delta lloyd,1,2,1
nl,2009,vastned,0,0,0
nl,2009,essent,0,0,0
nl,2009,dsm,1,2,0
nl,2009,dlg,1,2,1
nl,2009,unibail,0,1,0
nl,2009,sligro,0,0,0
nl,2009,kpmg,0,0,0
nl,2009,persgroep,0,0,0
nl,2009,achmea,0,0,0
nl,2009,imtech,0,0,0
nl,2009,ing,0,2,1
nl,2009,kpn,0,0,1
nl,2009,asml,0,0,0
nl,2009,randstad,4,5,3
nl,2009,wolters,1,0,0
nl,2009,aalberts,0,0,0
nl,2009,unilever,2,5,2
nl,2009,ordina,0,1,0
nl,2002,aalberts,0,0,0
nl,2002,unilever,0,2,0
nl,2002,boskalis,0,0,0
nl,2002,eurocommercial,0,0,0
nl,2002,imtech,0,0,0
nl,2002,corio,0,0,0
nl,2002,voda,0,0,0
nl,2002,heineken,0,0,0
nl,2002,essent,0,0,0
nl,2002,tencate,0,0,0
nl,2002,unibail,0,0,0
nl,2002,asm,0,0,0
nl,2002,dsm,0,0,0
nl,2002,schiphol,0,0,0
nl,2002,philips,0,0,1
nl,2002,arcadis,0,0,0
nl,2002,reed,0,0,0
nl,2002,sligro,0,0,0
nl,2002,greenpeace,0,0,0
nl,2002,sns,0,0,0
nl,2002,akzonobel,0,0,0
nl,2002,ballastnedam,0,0,0
nl,2002,rabobank,1,0,0
nl,2002,veon,0,0,0
nl,2002,grontmij,0,0,0
nl,2002,arcelor,0,0,0
nl,2002,wolters,0,0,0
nl,2002,randstad,0,0,0
nl,2002,dlg,0,0,0
nl,2002,binckbank,0,0,0
nl,2002,persgroep,0,0,0
nl,2002,sbm,0,0,0
nl,2002,asml,0,0,0
nl,2002,ahold,0,0,0
nl,2002,tu,0,0,0
nl,2002,shell,1,0,1
nl,2002,aegon,0,0,0
nl,2000,asml,0,0,0
nl,2000,unilever,0,1,0
nl,2000,tencate,0,0,0
nl,2000,unibail,0,0,0
nl,2000,persgroep,0,0,0
nl,2000,philips,0,0,0
nl,2000,tencate annual report,0,0,0
nl,2000,veon,0,0,0
nl,2000,akzonobel,0,0,0
nl,2000,voda,0,0,0
nl,2000,schiphol,0,0,0
nl,2000,randstad,0,0,0
nl,2000,sns,0,0,0
nl,2000,reed,0,0,0
nl,2000,arcadis,0,0,0
nl,2000,sbm,0,0,0
nl,2000,essent,0,0,0
nl,2000,aalberts,0,0,0
nl,2000,heineken,0,0,0
nl,2000,ballastnedam,0,0,0
nl,2000,dsm,0,0,0
nl,1990,voda,0,0,0
nl,2018,boskalis,0,6,0
nl,2018,fugro,0,11,1
nl,2018,philips,0,23,2
nl,2018,vastned,0,7,0
nl,2018,rabobank,3,4,3
nl,2018,asml,0,9,3
nl,2018,randstad,4,16,5
nl,2018,triodos,1,2,0
nl,2018,abn,0,6,0
nl,2018,aalberts,1,4,0
nl,2018,shell,1,3,2
nl,2018,ordina,0,5,0
nl,2018,ing,0,5,1
nl,2018,ikea,0,0,0
nl,2018,sbm,0,4,0
nl,2018,wolters,1,6,0
nl,2018,schiphol,1,3,0
nl,2018,tele2,0,0,0
nl,2018,bam,0,12,1
nl,2018,sligro,0,3,0
nl,2018,frieslandcampina,0,4,0
nl,2018,dsm,0,11,2
nl,2018,unilever,1,5,0
nl,2018,heineken,0,2,0
nl,1989,voda,0,0,0
nl,2001,randstad,0,0,0
nl,2001,rabobank,0,0,0
nl,2001,persgroep,0,0,0
nl,2001,boskalis,0,0,0
nl,2001,akzonobel,0,0,0
nl,2001,imtech,0,0,0
nl,2001,philips,0,0,0
nl,2001,sbm,0,0,0
nl,2001,dsm,0,0,0
nl,2001,shell,2,0,2
nl,2001,ing,0,0,0
nl,2001,tencate,0,0,0
nl,2001,schiphol,0,0,0
nl,2001,veon,0,0,0
nl,2001,essent,0,0,0
nl,2001,ballastnedam,0,0,0
nl,2001,arcadis,0,0,0
nl,2001,asml,0,0,0
nl,2001,reed,0,0,0
nl,2001,unilever,0,1,0
nl,2001,corio,0,0,0
nl,2001,voda,0,0,0
nl,2001,unibail,0,0,0
nl,2001,aegon,0,0,0
nl,2001,heineken,0,0,0
nl,2001,wolters,0,0,0
